participant_id,test_condition,fsm_number,timestamp,q_estimate,q_stategy_scale,q_strategy,subject_age,subject_sex,subject_ethnicity,subject_timeTaken,learning_condition
320,control,22.0,2023-03-22T23:43:38.501Z,13.0,recall,I would advise him to see a pattern. The key is to see the message we are replying to and the message we're sending and then observing the reply. I found it consistent along the pattern x + y = z which I realised way too late. I could identify the correct pattern if given a second chance,25,Male,Asian,635,Experiment 2 (test preview)
321,control,22.0,2023-03-22T23:27:53.858Z,10.0,intuition,You don't have enough time to figure out the algorithm. Just guess and go. ,28,Male,Mixed,2332,Experiment 2 (test preview)
322,control,22.0,2023-03-23T14:24:44.918Z,10.0,intuition,I would tell him to try to focus on the alternating patterns.,21,Male,White,511,Experiment 2 (test preview)
323,control,22.0,2023-03-23T14:22:11.684Z,13.0,recall,"To try to study patterns in the AI's emojis, and what different scenarios of either heart or thumbs up can make the AI say. ",23,Male,Asian,885,Experiment 2 (test preview)
324,prediction,21.0,2023-03-23T15:46:14.107Z,10.0,familiarity,test the way the emoji changes the reaction to the bot.,31,Male,Mixed,508,Experiment 2 (test preview)
325,prediction,21.0,2023-03-23T15:52:44.479Z,10.0,recall,Try to do different combinations of the two emojis and see how it reacts differently,21,Female,Mixed,493,Experiment 2 (test preview)
326,prediction,21.0,2023-03-23T15:59:27.310Z,10.0,familiarity,That during the practice phase to experiment with different paterns.,25,Male,White,476,Experiment 2 (test preview)
327,prediction,21.0,2023-03-23T15:58:46.120Z,13.0,rule,"Keep track of the emojis appearing before in a pattern, when thinking through how each button interacts with the sequence.",27,Male,White,756,Experiment 2 (test preview)
328,prediction,21.0,2023-03-23T16:06:30.429Z,10.0,intuition,I would tell my friend that after a certain emoji sequences answers are basically set in a pattern,30,Male,Asian,371,Experiment 2 (test preview)
329,prediction,21.0,2023-03-23T16:04:41.029Z,10.0,familiarity,Look at what follows every time the chatbot sends an emoji. see if you can establish a pattern with the mood of the emoji and the sequence.,30,Female,Black,519,Experiment 2 (test preview)
330,prediction,21.0,2023-03-23T16:07:03.434Z,10.0,rule,"Find the loops, thus the rules, and then gather the triggers that break the loops thus creating other rules. (Admittedly, I could not recall some of the things I learned, sorry.)",40,Female,White,613,Experiment 2 (test preview)
331,prediction,21.0,2023-03-23T16:09:51.505Z,10.0,intuition,Pay close attention,21,Male,Mixed,494,Experiment 2 (test preview)
332,prediction,21.0,2023-03-23T16:19:03.742Z,16.0,recall,I would advise my friend to pay close attention to the patterns of the emojis and what the two emojis you can use do to these patterns.,27,Male,Other,490,Experiment 2 (test preview)
333,prediction,22.0,2023-03-22T20:10:41.809Z,10.0,intuition,Note the patterns and trust your gut. Do not second guess.,29,Male,Asian,504,Experiment 2 (test preview)
334,prediction,21.0,2023-03-23T16:28:16.659Z,10.0,familiarity,use your intuition on what occurred more frequently in the intro,43,Female,White,560,Experiment 2 (test preview)
335,prediction,21.0,2023-03-23T16:35:19.697Z,13.0,rule,"Try to remember as many of the previous interactions you had in the previous phase as possible and look for patterns
",28,Female,White,524,Experiment 2 (test preview)
336,prediction,21.0,2023-03-23T16:36:47.244Z,13.0,rule,Use repetition in the testing phase to establish the pattern per response.,28,Female,White,603,Experiment 2 (test preview)
337,prediction,21.0,2023-03-23T16:37:53.538Z,13.0,rule,"To look for patterns in the chatbot's responses, and if they still don't know an answer, to just follow their intuition ",25,Female,White,715,Experiment 2 (test preview)
338,prediction,21.0,2023-03-23T16:43:57.262Z,10.0,familiarity,figure out the heart's pattern because the thumbs-up pattern was easier to identify,31,Female,White,389,Experiment 2 (test preview)
339,prediction,21.0,2023-03-23T16:41:51.555Z,10.0,familiarity,"Pay attention to the patterns in the first section, some things are repeated or only used once.",30,Male,White,530,Experiment 2 (test preview)
340,prediction,21.0,2023-03-23T16:42:34.630Z,10.0,recall,"The ""thumbs up"" emoji usually makes the chatbot repeat its previous emoji. The ""blue heart"" emoji seems more complicated but often switches between the ""surprised"" emoji and the ""wink/tounge out"" emoji.",21,Female,White,731,Experiment 2 (test preview)
341,prediction,21.0,2023-03-23T16:45:43.326Z,10.0,familiarity,I would suggest trying to look for a pattern. Try to see if certain emojis only follow specific ones.,38,Female,Black,611,Experiment 2 (test preview)
342,prediction,21.0,2023-03-23T16:49:30.938Z,13.0,familiarity,try all different algorithms,24,Male,White,415,Experiment 2 (test preview)
343,prediction,21.0,2023-03-23T16:50:08.183Z,13.0,recall,Probe the chatbot thoroughly with a strategy while you have a chance before the main quiz.,36,Male,Asian,669,Experiment 2 (test preview)
344,prediction,21.0,2023-03-23T16:54:41.066Z,16.0,rule,to pay attention to what order the responses are for the hearts. The thumbs up always seems to be the same response,24,Female,Asian,405,Experiment 2 (test preview)
345,prediction,21.0,2023-03-23T16:53:16.973Z,10.0,familiarity,"I have no idea, haha. Try to recognize patterns such as keeping tack of most used emojis responding to the emoji that you press and what emojis occur in a pattern depending on what series of emojis you press.",22,Female,Asian,555,Experiment 2 (test preview)
346,prediction,21.0,2023-03-23T16:54:45.307Z,13.0,intuition,"I would tell him to go with his gut, but to also try and rely on the patterns that was initially set up in the first part of the experiment.",21,Male,White,626,Experiment 2 (test preview)
347,prediction,21.0,2023-03-23T16:55:26.433Z,10.0,familiarity,Try to learn a pattern by trying different emoji in varying orders and patterns to learn what the responses are likely to be. ,41,Male,White,671,Experiment 2 (test preview)
348,prediction,21.0,2023-03-23T16:56:44.357Z,13.0,rule,There seems to be a pattern. Thumbs up seems to mean repeat emoji. Heart seems to be different emoji. Not 100% but very close.,45,Male,Asian,578,Experiment 2 (test preview)
349,prediction,21.0,2023-03-23T16:59:47.501Z,10.0,intuition,Good luck,33,Male,White,432,Experiment 2 (test preview)
350,prediction,21.0,2023-03-23T16:57:52.873Z,13.0,rule,"I would tell them to focus on exploring different ""paths"" the chatbot takes based on the responses and then keep repeating them to try and verify if they are actually a pattern.",42,Male,White,595,Experiment 2 (test preview)
351,prediction,21.0,2023-03-23T17:02:08.717Z,10.0,rule,I would find a pattern as quickly as possible and use the remaining time to practice it,32,Male,White,390,Experiment 2 (test preview)
352,prediction,21.0,2023-03-23T17:01:15.850Z,10.0,rule,Try to find a pattern in the learning phase.,44,Male,White,506,Experiment 2 (test preview)
353,prediction,21.0,2023-03-23T17:05:53.864Z,10.0,recall,I would advise findings patterns and memorizing them.,19,Female,White,380,Experiment 2 (test preview)
354,prediction,21.0,2023-03-23T17:01:26.248Z,10.0,intuition,"Try to look for a pattern, but if you do not see one, use your intuition.",47,Female,White,878,Experiment 2 (test preview)
355,prediction,21.0,2023-03-23T16:50:16.736Z,10.0,familiarity,find the pattern between liking and hearting. try them each several times to learn the pattern if it exists,32,Male,Other,1486,Experiment 2 (test preview)
356,prediction,21.0,2023-03-23T17:10:01.054Z,19.0,rule,"Notice the patterns that the ChatBox uses. If given consecutive ""thumbs ups"" the ChatBox will either reply with a shocked emoji or a cool face emoji. Depending on the first emoji, there is a pattern for the emojis or it just sends the same one.",24,Female,Asian,405,Experiment 2 (test preview)
357,prediction,21.0,2023-03-23T17:07:39.214Z,13.0,rule,"the thumbs up is usually replied to with the same emoji, while the heart is responded to with staggering emojis",33,Male,White,589,Experiment 2 (test preview)
358,prediction,21.0,2023-03-23T17:09:42.989Z,16.0,recall,it repeats every 5th time.,41,Female,Asian,445,Experiment 2 (test preview)
359,prediction,21.0,2023-03-23T17:11:50.267Z,13.0,recall,"In the first phase, pay close attention to the patterns. Try not to do the same pattern too many times in a row.",30,Female,White,529,Experiment 2 (test preview)
360,prediction,21.0,2023-03-23T17:13:45.859Z,10.0,familiarity,Memory!,26,Female,White,451,Experiment 2 (test preview)
361,prediction,21.0,2023-03-23T17:13:38.868Z,,familiarity,remember the pattern,34,Female,Asian,546,Experiment 2 (test preview)
362,prediction,21.0,2023-03-23T17:14:42.697Z,10.0,other,Watch the pattern of the previous answers,47,Female,Black,577,Experiment 2 (test preview)
363,prediction,21.0,2023-03-23T17:16:01.986Z,10.0,rule,"The thumb will cycle to the same two emojis, but try to learn that the emojis have when using the blue heart.",18,Male,White,1195,Experiment 2 (test preview)
